,Question,Answer
447,How will I be charged and billed for my use of Amazon CloudSearch?,"There are no set-up fees or commitments to begin using the service. Following the end of the month, your credit card will automatically be charged for that month's usage. You can view your charges for the current billing period at any time on the AWS web site by logging into your Amazon Web Services account and clicking 
Account Activity
 under Your Web Services Account."
448,How much does it cost to use Amazon CloudSearch?,"There are no changes to the pricing structure for Amazon CloudSearch at this time. For detailed pricing information, see 
Amazon CloudSearch Pricing
."
449,Is a free trial available for Amazon CloudSearch?,"Yes, a free trial is available for new CloudSearch customers. For more information, see 
Amazon CloudSearch 30 Day Free Trial
."
450,How much does it cost to use the new version of Amazon CloudSearch?,"There are no changes to the pricing structure for Amazon CloudSearch at this time. See the 
Pricing
 page for more information."
451,Are there any cost savings to using the new version of Amazon CloudSearch?,The latest version of Amazon CloudSearch features advanced index compression and supports larger indexes on each instance type. This makes the new version of Amazon CloudSearch more efficient than the previous version and can result in significant cost savings.
452,Which Elasticsearch version does Amazon Elasticsearch Service support?,"Amazon Elasticsearch Service currently supports Elasticsearch versions 6.2, 6.0, 5.5, 5.3, 5.1, 2.3, and 1.5."
453,What is Amazon Elasticsearch Service?,"Amazon Elasticsearch Service is a managed service that makes it easy to deploy, operate, and scale Elasticsearch clusters in the AWS Cloud."
454,What is an Amazon Elasticsearch Service domain?,"Amazon Elasticsearch Service domains are Elasticsearch clusters created using the Amazon Elasticsearch Service console, CLI, or API. Each domain is an Elasticsearch cluster in the cloud with the 
           

             compute 
           
 and storage resources you specify. You can create and delete domains, define infrastructure attributes, and control access and security. You can run one or more Amazon Elasticsearch Service domains."
455,What does Amazon Elasticsearch Service manage on my behalf?,"Amazon Elasticsearch Service manages the work involved in setting up a domain, from provisioning infrastructure capacity in the network environment you request to installing the Elasticsearch software. Once your domain is running, Amazon Elasticsearch Service automates common administrative tasks, such as performing backups, monitoring instances and patching software. Amazon Elasticsearch Service integrates with Amazon CloudWatch to produce metrics that provide information about the state of the domains. Amazon Elasticsearch Service also offers options to modify your domain instance and storage settings to simplify the task of tailoring your domain based 
           

             to 
           
 your application needs."
456,Does Amazon Elasticsearch Service support the open source Elasticsearch APIs?,"Amazon Elasticsearch Service supports most of the commonly used Elasticsearch APIs, so the code, applications, and popular tools that you're already using with your current Elasticsearch environments work seamlessly. For a full list of supported Elasticsearch operations, see our 
documentation
.
Return to Top >>"
457,Can I create and modify my Amazon Elasticsearch Service domain through the Amazon Elasticsearch Service console?,"Yes. You can create a new Amazon Elasticsearch Service domain with the Domain Creation Wizard in the console with just a few clicks. While creating a new domain you can specify the number of instances, instance types, and EBS volumes you want allocated to your domain. You can also modify or delete existing Amazon Elasticsearch Service domains using the console."
458,Does Amazon Elasticsearch Service support Amazon VPC?,"Yes, Amazon Elasticsearch Service is integrated with Amazon VPC. When choosing VPC access, IP addresses from your VPC are attached to your Amazon Elasticsearch Service domain and all network traffic stays within the AWS network and is not accessible to the Internet. Moreover, you can use security groups and IAM policies to restrict access to your Amazon Elasticsearch Service domains."
459,Can I use CloudFormation Templates to provision Amazon Elasticsearch Service domains?,"Yes. 
AWS CloudFormation
 supports Amazon Elasticsearch Service. For more information, see the 
CloudFormation Template Reference
 documentation."
460,Does Amazon Elasticsearch Service support configuring dedicated master nodes?,"Yes. You can configure dedicated master nodes for your domains. When choosing a dedicated master configuration, you can specify the instance type and instance count."
461,Can I create multiple Elasticsearch indices within a single Amazon Elasticsearch Service domain?,Yes. You can create multiple Elasticsearch indices within the same Amazon Elasticsearch Service domain. Elasticsearch automatically distributes the indices and any associated replicas between the instances allocated to the domain.
462,How do I ingest data into my Amazon Elasticsearch Service domain?,"Amazon Elasticsearch Service supports three options for data ingestion:
For large data volumes, we recommend Amazon Kinesis Firehose, a fully managed service that automatically scales to match the throughput of your data and requires no ongoing administration. It can also transform, batch and compress the data before loading it.
Amazon Elasticsearch Service supports integration with Logstash. You can configure your Amazon Elasticsearch Service domain as the data store for all logs arriving from your Logstash implementation.
You can use native Elasticsearch APIs, such as the index and bulk APIs, to load data into your domain."
463,Does Amazon Elasticsearch Service support integration with Logstash?,"Yes. Amazon Elasticsearch Service supports integration with Logstash. You can set up your Amazon Elasticsearch Service domain as the backend store for all logs coming through your Logstash implementation. You can set up access control on your Amazon Elasticsearch Service domain to either use request signing to authenticate calls from your Logstash implementation, or use resource based IAM policies to include IP addresses of instances running your Logstash implementation."
464,Does Amazon Elasticsearch Service support integration with Kibana?,Yes. Amazon Elasticsearch Service includes a built-in Kibana install that is deployed with your Amazon Elasticsearch Service domain.
465,Can I create custom reports with the Kibana installation included with Amazon Elasticsearch Service?,"Yes. Kibana supports creating and saving custom reports through the user interface. For more information on using Kibana, refer to 
Kibana documentation
."
466,What storage options are available with Amazon Elasticsearch Service?,"You can choose between local on-instance storage or EBS volumes. During domain creation, if you select EBS storage, you can increase and decrease the size of the storage volume as necessary."
467,What types of EBS volumes does Amazon Elasticsearch Service support?,"You can choose between Magnetic, General Purpose, and Provisioned IOPS EBS volumes."
468,Q: Is there a limit on the amount of EBS storage that can be allocated to an Amazon Elasticsearch Service domain?,"Yes. Amazon Elasticsearch Service supports one EBS volume (max size of 1.5 TB) per instance associated with a domain. With the default maximum of 20 data nodes allowed per Amazon Elasticsearch Service domain, you can allocate about 30 TB of EBS storage to a single domain. You can request a service limit increase up to 100 instances per domain by creating a case with the 
AWS Support Center
. With 100 instances, you can allocate about 150 TB of EBS storage to a single domain.
Return to Top >>"
469,Can programs running on servers in my own data center access my Amazon Elasticsearch Service domains?,"Yes. The programs with public Internet access can access Amazon Elasticsearch Service domains through a public endpoint. If your data center is already connected to Amazon VPC through Direct Connect or SSH tunneling, you can also use VPC access. In both cases, you can configure IAM policies and security groups to allow programs running on servers outside of AWS to access your Amazon Elasticsearch Service domains. 
Click here
 for more information about signed requests."
470,How can I migrate data from my existing Elasticsearch cluster to a new Amazon Elasticsearch Service domain?,"To migrate data from an existing Elasticsearch cluster you should create a snapshot of an existing Elasticsearch cluster, and store the snapshot in your Amazon S3 bucket. Then you can create a new Amazon Elasticsearch Service domain and load data from the snapshot into the newly created Amazon Elasticsearch Service domain using the Elasticsearch restore API."
471,How can I scale an Amazon Elasticsearch Service domain?,"Amazon Elasticsearch Service allows you to control the scaling of your Amazon Elasticsearch Service domains using the console, API, and CLI. You can scale your Amazon Elasticsearch Service domain by adding, removing, or modifying instances or storage volumes depending on your application needs. Amazon Elasticsearch Service is integrated with Amazon CloudWatch to provide metrics about the state of your Amazon Elasticsearch Service domains to enable you to make appropriate scaling decisions for your domains."
472,Does scaling my Amazon Elasticsearch Service domain require downtime?,"No. Scaling your Amazon Elasticsearch Service domain by adding or modifying instances, and storage volumes is an online operation that does not require any downtime."
473,What options does Amazon Elasticsearch Service provide for node failures?,"Amazon Elasticsearch Service automatically detects node failures and replaces the node. The service will acquire new instances, and will then redirect Elasticsearch requests and document updates to the new instances. In the event that the node cannot be replaced, customers will be able to use any snapshots they have of their cluster to restart the domain with preloaded data."
474,Does Amazon Elasticsearch Service support cross-zone replication?,"Yes. Customers can enable Zone Awareness for their Amazon Elasticsearch Service domains either at domain creation time or by modifying a live domain. When Zone Awareness is enabled, Amazon Elasticsearch Service will distribute the instances supporting the domain across two different Availability Zones. Then, if replication is enabled in the Elasticsearch engine, Elasticsearch will allocate replicas of the domain across these different instances enabling cross-zone replication."
475,Does Amazon Elasticsearch Service expose any performance metrics through Amazon CloudWatch?,"Yes. Amazon Elasticsearch Service exposes several performance metrics through Amazon CloudWatch including number of nodes, cluster health, searchable documents, EBS metrics (if applicable), CPU, memory and disk utilization for data and master nodes. Please refer to the service documentation for a full listing of available CloudWatch metrics."
476,I wish to perform security analysis or operational troubleshooting of my Amazon Elasticsearch Service deployment. Can I get a history of all the Amazon Elasticsearch Service API calls made on my account?,"Yes. AWS CloudTrail is a web service that records AWS API calls for your account and delivers log files to you. The AWS API call history produced by AWS CloudTrail enables security analysis, resource change tracking, and compliance auditing. Learn more about AWS CloudTrail at the 
AWS CloudTrail detail page
, and turn it on via 
CloudTrail's AWS Management Console home page
."
477,What is a snapshot?,A snapshot is a copy of your Amazon Elasticsearch Service domain at a moment in time.
478,Why would I need snapshots?,"Creating snapshots can be useful in case of data loss caused by node failure, as well as the unlikely event of a hardware failure. You can use snapshots to recover your Amazon Elasticsearch Service domain with preloaded data or to create a new Amazon Elasticsearch Service domain with preloaded data. Another common reason to use backups is for archiving purposes. Snapshots are stored in Amazon S3."
479,Does Amazon Elasticsearch Service provide automated snapshots?,"Yes. By default, Amazon Elasticsearch Service will automatically create daily snapshots of each Amazon Elasticsearch Service domain. The daily snapshots are setup to occur between midnight and 1AM UTC. Customers will also be able to modify the timing of the automated snapshot to better suit their needs."
480,Can I change the default settings for the automated daily snapshot provided by Amazon Elasticsearch Service?,Yes. You will be able to change the timing of the automated daily snapshot to suit your application schedule.
481,How long are the automated daily snapshots stored by Amazon Elasticsearch Service?,Amazon Elasticsearch Service will retain the last 14 days worth of automated daily snapshots.
482,Is there a charge for the automated daily snapshots?,There is no additional charge for the automated daily snapshots. The snapshots are stored for free in an Amazon Elasticsearch Service S3 bucket and will be made available for node recovery purposes.
483,Can I create additional snapshots of my Amazon Elasticsearch Service domains as needed?,Yes. You can use the Elasticsearch snapshot API to create additional manual snapshots in addition to the daily-automated snapshots created by Amazon Elasticsearch Service. The manual snapshots are stored in your S3 bucket and will incur relevant Amazon S3 usage charges.
484,Can snapshots created by the manual snapshot process be used to recover a domain in the event of a failure?,Yes. Customers can create a new Amazon Elasticsearch Service domain and load data from the snapshot into the newly created Amazon Elasticsearch Service domain using the Elasticsearch restore API.
485,What happens to my snapshots when I delete my Amazon Elasticsearch Service domain?,"The daily snapshots retained by Amazon Elasticsearch Service will be deleted as part of domain deletion. Before deleting a domain, you should consider creating a snapshot of the domain in your own S3 buckets using the manual snapshot process. The snapshots stored in your S3 bucket will not be affected if you delete your Amazon Elasticsearch Service domain."
486,What types of Elasticsearch logs are exposed by Amazon Elasticsearch Service?,"Amazon Elasticsearch Service exposes three Elasticsearch logs through Amazon CloudWatch Logs: error logs, search slow logs, and index slow logs. These logs are useful for troubleshooting performance and stability issues with one’s domain."
487,What are slow logs?,"Slow logs are log files that help track the performance of various stages in an operation. Elasticsearch exposes two kinds of slow logs:
Index slow Logs – These logs provide insights into the indexing process and can be used to fine-tune the index setup.
Search slow Logs – These logs provide insights into how fast or slow queries and fetches are performing. These logs help fine tune the performance of any kind of search operation on Elasticsearch.
For complete details on Elasticsearch slow logs, please refer to 
Elasticsearch documentation
."
488,How can I enable slow logs on Amazon Elasticsearch Service?,"Slows logs can be enabled via the click of a button from the Console or via our CLI and APIs. For more details please refer to our 
documentation
."
489,Can I only enable slow logs for specific indices?,"Yes. You can update the settings for a specific index to enable or disable slow logs for it. For more details refer to our 
documentation
."
490,Does turning on slow logs in Amazon Elasticsearch Service automatically enable logging for all indexes?,"No. Turning on slow logs in Amazon Elasticsearch Service enables the option to publish the generated logs to Amazon CloudWatch Logs for indices in the given domain. However, in order to generate the logs you have to update the settings for one or more indices to start the logging process. For more details on setting the index configuration for enabling slow logs, please refer to our 
documentation
."
491,"If I turn off the slow logs in Amazon Elasticsearch Service, does it mean that log files are no longer being generated?","No. The generation of log files are dependent on the index settings. To turn off generation of the log files you have to update the index configuration. For more details on setting the index configuration for enabling slow logs, see our 
documentation
."
492,Can I change the granularity of logging?,"You can only change the granularity of logging for slow logs. Elasticsearch exposes multiple levels of logging for slow logs. You need to set the appropriate level in the configuration of your index. For more details on setting the index configuration for enabling slow logs, please refer to 
Elasticsearch documentation
."
493,Will enabling slow logs or error logs cost me anything?,"When slow logs or error logs are enabled, Amazon Elasticsearch Service starts publishing the generated logs to CloudWatch Logs. Amazon Elasticsearch Service does not charge anything for enabling the logs. However, standard 
CloudWatch charges
 will apply."
494,Is there any limit on the size of each log entry?,"Yes. Each log entry made into CloudWatch will be limited to 255,000 characters. If your log entry is bigger than that, it will be truncated to 255,000 characters."
495,What is the recommended best practice for using slow logs?,"Slow logs are only needed when you want to troubleshoot your indexes or fine-tune performance. The recommended approach is to only enable logging for those indexes for which you need additional performance insights. Also, once the investigation is done, you should turn off logging so that you don’t incur any additional costs on account of it. For more details, see our 
documentation
."
496,How can I consume logs from CloudWatch Logs?,"CloudWatch offers multiple ways to consume logs. You can 
view log data
, 
export it to S3
, or 
process it in real time
. To learn more, see the 
CloudWatch Logs developer guide
."
497,Are slow logs available for all versions of Elasticsearch supported by Amazon Elasticsearch Service?,"Yes. slow logs can be enabled for all versions of Elasticsearch supported by Amazon Elasticsearch Service. However, there are slight differences in the way log settings can be specified for each version of Elasticsearch. Please refer to our 
documentation
 for more details."
498,Will the cluster have any down time when logging is turned on or off?,"No. There will not be any down-time. Every time the log status is updated, we will deploy a new cluster in the background and replace the existing cluster with the new one. This process will not cause any down time. However, since a new cluster is deployed the update to the log status will not be instantaneous."
499,What kinds of error logs are exposed by Amazon Elasticsearch Service?,"Elasticsearch uses 
Apache Log4j 2
 and its built-in log levels (from least to most severe) of TRACE, DEBUG, INFO, WARN, ERROR, and FATAL. If you enable application logs, Amazon Elasticsearch Service publishes log lines of WARN, ERROR, and FATAL to CloudWatch. Less severe levels (INFO, DEBUG and TRACE) are not available."
500,How can I enable error logs on Amazon Elasticsearch Service?,"Error logs can be enabled from the AWS console or programmatically from our CLI and APIs. For more details, please refer to our 
documentation
."
501,Can I enable error logs for only specific indices?,"No, error logs are exposed for the entire domain. That is, once enabled, log entries from all indices in the domain will be made available."
502,Are error logs available for all versions of Elasticsearch supported by Amazon Elasticsearch Service?,"No, error logs are available only for Elasticsearch versions 5.x and above.
Return to Top >>"
503,How can I secure my Amazon Elasticsearch Service domain?,"If you use VPC to secure your applications, data, and network traffic, you can set up VPC access for Amazon Elasticsearch Service, which allows you to control network access using your VPC security groups. You can also use IAM-based policies to provide fine-grained access control to which IAM roles can perform administrative tasks, use the Elasticsearch APIS and have access to the resources in the domain down to the index-level.
If you want to make your Amazon Elasticsearch Service domain accessible from the Internet, you can specify public access. With public access, you can control access to the endpoint by IP address and require authentication using IAM roles. IAM policies can control access to Amazon Elasticsearch Service domains and sub resources like indices within the domains.
With Amazon Cognito, you can also allow your end-users to log-in to Kibana through enterprise identity providers such as Microsoft Active Directory using SAML 2.0, and through social identity providers such as Google, Facebook, and Amazon.  You can also set up a secure, scalable, and simplified sign-up experience using Amazon Cognito User Pools. Once you sign-in, Amazon Cognito establishes a session using the appropriate AWS Identity and Access Management (IAM) role, which provides access to the Amazon Elasticsearch Service domain.
IAM policies can also be set up to control access to the management API for operations such as creating and scaling clusters and Elasticsearch API for operations like uploading documents and executing Elasticsearch requests."
504,Can I encrypt my data at rest while using Amazon Elasticsearch Service?,"Amazon Elasticsearch Service provides an option that allows you to encrypt your data using keys you manage through 
AWS Key Management Service (KMS)
. If enabled, all of your data stored at rest in the underlying storage systems are encrypted, including primary and replica indices, log files, memory swap files, and automated S3 snapshots. Amazon Elasticsearch Service handles encryption and decryption seamlessly, so you don’t have to modify your application to access your data. You can choose to enable encryption when you create new domains via the AWS Management Console or API. Amazon Elasticsearch Service can create a KMS master key for you, or you can choose one of your own. Encryption at rest supports both Amazon Elastic Block Store (EBS) and instance storage.
For more information about the use of AWS KMS with Amazon Elasticsearch Service, see the 
Amazon Elasticsearch Service Developer Guide
. To learn more about AWS KMS, visit the 
web page
."
505,How can I set up the VPC access for Amazon Elasticsearch Service?,"You configure VPC access when creating an Amazon Elasticsearch Service domain. The VPC access can be set up via a few clicks in the console or via our CLI and APIs. For more details, see the 
Amazon Elasticsearch Service developer guide
."
506,"If I set up VPC access for my Amazon Elasticsearch Service domain, how can I access Kibana?","When VPC access is enabled, the endpoint for Amazon Elasticsearch Service is only accessible within the customer VPC. To use your laptop to access Kibana from outside the VPC, you need to connect the laptop to the VPC using VPN or VPC Direct Connect.
Return to Top >>
On-Demand Instance Pricing"
507,How will I be charged and billed for my use of Amazon Elasticsearch Service?,"You pay only for what you use, and there are no minimum or setup fees. You are billed based on:
Amazon Elasticsearch Service instance hours – Based on the class (e.g. Standard Small, Large, Extra Large) of the Amazon Elasticsearch Service instance consumed. Partial Amazon Elasticsearch Service instance hours consumed are billed as full hours.
Storage (per GB per month) – Amazon EBS Storage capacity you have provisioned to your Amazon Elasticsearch Service instance. If you scale your provisioned storage capacity within the month, your bill will be pro-rated.
Provisioned IOPS per month – Amazon EBS Provisioned IOPS rate, regardless of IOPS consumed (for Amazon Elasticsearch Service Provisioned IOPS (SSD) Storage only).
Data transfer – Regular AWS data transfer charges apply.
Please refer to the Amazon Elasticsearch Service 
pricing page
 for detailed pricing information."
508,When does billing of my Amazon Elasticsearch Service domain begin and end?,"Billing commences for an Amazon Elasticsearch Service instance as soon as the instance is available. Billing continues until the Amazon Elasticsearch Service instance terminates, which would occur upon deletion or in the event of instance failure."
509,What defines billable instance hours for Amazon Elasticsearch Service?,"Amazon Elasticsearch Service instance hours are billed for each hour your instance is running in an available state. If you no longer wish to be charged for your Amazon Elasticsearch Service instance, you must delete the domain to avoid being billed for additional instance hours. Partial Amazon Elasticsearch Service instance hours consumed are billed as full hours.
Reserved Instance Pricing"
510,What is a Reserved Instance (RI)?,"Amazon Elasticsearch Service Reserved Instances give you the option to reserve an instance for a one- or three-year term, and in turn receive significant savings compared to the On-Demand Instance pricing."
511,How are Reserved Instances different from On-Demand Instances?,"Functionally, Reserved Instances and On-Demand Instances are exactly the same. The only difference is how your instance(s) are billed. With Reserved Instances, you purchase a one- or three-year reservation and receive a lower effective hourly usage rate (compared to On-Demand Instances) for the duration of the term. Unless you purchase Reserved Instances in a Region, all instances in that Region are billed at On-Demand Instance hourly rates."
512,What are the payment options for Reserved Instances?,"Three options are available:
No Upfront Reserved Instances (NURI) – NURIs offer significant savings compared to On-Demand Instance prices. You pay nothing upfront, but commit to paying for the Reserved Instance over the course of the one- or three-year term.
Partial Upfront Reserved Instances (PURI) – PURIs offer higher savings than NURIs. You pay for a portion of the total cost upfront, and the remainder over the course of the term. This option balances payments between upfront and hourly.
All Upfront Reserved Instances (AURI) – AURIs offer the highest savings of all of the Reserved Instance payment options. You pay for the entire reservation with one upfront payment, and pay nothing on an hourly basis."
513,How do I purchase Reserved Instances?,"You purchase Reserved Instances in the ""Reserved Instance"" section of the AWS Management Console for Amazon Elasticsearch Service. Alternatively, you can use the Amazon Elasticsearch Service API or AWS Command Line Interface to list and purchase Reserved Instances.
Once you purchase a Reserved Instance, you can use it just like an On-Demand Instance. As long as the purchased reservation is active, Amazon Elasticsearch Service applies the reduced hourly rate to it."
514,Are Reserved Instances specific to an Availability Zone?,"Amazon Elasticsearch Service Reserved Instances are purchased for a Region rather than for a specific Availability Zone. After you purchase a Reserved Instance for a Region, the discount applies to matching usage in any Availability Zone within that Region."
515,How many Reserved Instances can I purchase?,"You can procure up to 100 Reserved Instances in a single purchase. If you need more Reserved Instances, you need to place more purchase requests."
516,Do Reserved Instances include a capacity reservation?,"Amazon Elasticsearch Service Reserved Instances are purchased for a Region rather than for a specific Availability Zone. Hence, they are not capacity reservations. Even if capacity is limited in one Availability Zone, Reserved Instances can still be purchased in the Region. The discount applies to matching usage in any Availability Zone within that Region."
517,What if I have an existing On-Demand Instance that I’d like to convert to a Reserved Instance?,"Simply purchase a Reserved Instance of the same type as the existing On-Demand Instance. If the Reserved Instance purchase succeeds, Amazon Elasticsearch Service automatically applies the new hourly usage charge for the duration of your reservation."
518,"If I sign up for a Reserved Instance, when does the term begin? What happens to my Reserved Instance when the term ends?","Pricing changes and the reservation term associated with your Reserved Instance become active after your request is received and the payment authorization is processed. If the one-time payment (if applicable) or new hourly rate (if applicable) cannot be successfully authorized by the next billing period, the discounted price does not take effect and your term does not begin. You can follow the status of your reservation using the console, API, or CLI. For more details, refer our 
documentation
.
When your Reserved Instance term expires, your Reserved Instance reverts to the appropriate On-Demand Instance hourly usage rate for your instance class and Region."
519,How do I control which instances are billed at the Reserved Instance rate?,"When computing your bill, our system automatically applies your reservation(s) such that all eligible instances are charged at the lower hourly Reserved Instance rate. Amazon Elasticsearch Service does not distinguish between On-Demand and Reserved Instances while operating Elasticsearch Service domains."
520,"If I scale my Reserved Instance up or down, what happens to my reservation?","Each Reserved Instance is associated with the instance type and Region that you picked for it. If you change the instance type in the Region where you have the Reserved Instance, you will not receive discounted pricing. You must ensure that your reservation matches the instance type you plan to use. For more details, please refer to 
Amazon Elasticsearch Service Reserved Instance Documentation
."
521,Can I move a Reserved Instance from one Region or Availability Zone to another?,"Each Reserved Instance is associated with a specific Region, which is fixed for the lifetime of the reservation and cannot be changed. Each Reserved Instance can, however, be used in any of the Availability Zones within the associated Region."
522,"Are Reserved Instances applicable if I turn on zone awareness, which involves multi-Availability Zone deployments?",A Reserved Instance is for a Region and can be used in any of the Availability Zones in that Region.
523,Are Reserved Instances available for both Master nodes and Data nodes?,Yes. Amazon Elasticsearch Service does not differentiate between Master and Data nodes when applying Reserved Instance discounts.
524,Can I cancel a Reserved Instance?,"No, you cannot cancel your Reserved Instances, and the one-time payment (if applicable) and discounted hourly usage rate (if applicable) are not refundable. Also, you cannot transfer the Reserved Instance to another account. You must pay for every hour during your Reserved Instance’s term, regardless of your usage."
525,"If I purchase a Reserved Instance from a payer (master) account, is it accessible to all the member accounts?","Yes. Reserved Instance pricing and application follows the policies defined for consolidated billing on AWS. More details can be found 
here
."
526,"If AWS reduces prices of On-Demand Instances for Amazon Elasticsearch Service, will the amount I pay for my current Reserved Instances change?",No. The price you pay for already-purchased Reserved Instances does not change for the term of the reservation.
527,Can I sell my Reserved Instances on the Reserved Instance Marketplace?,No. Reserved Instances purchased on Amazon Elasticsearch Service cannot be sold on the Reserved Instance Marketplace.
528,What is Amazon Route 53?,"Amazon Route 53 provides highly available and scalable Domain Name System (DNS), domain name registration, and health-checking web services. It is designed to give developers and businesses an extremely reliable and cost effective way to route end users to Internet applications by translating names like 
example.com
 into the numeric IP addresses, such as 
192.0.2.1
, that computers use to connect to each other. You can combine your DNS with health-checking services to route traffic to healthy endpoints or to independently monitor and/or alarm on endpoints. You can also purchase and manage domain names such as 
example.com 
and automatically configure DNS settings for your domains. Route 53 effectively connects user requests to infrastructure running in AWS – such as Amazon EC2 instances, Elastic Load Balancing load balancers, or Amazon S3 buckets – and can also be used to route users to infrastructure outside of AWS."
529,What can I do with Amazon Route 53?,"With Amazon Route 53, you can create and manage your public DNS records. Like a phone book, Route 53 lets you manage the IP addresses listed for your domain names in the Internet’s DNS phone book. Route 53 also answers requests to translate specific domain names like into their corresponding IP addresses like 
192.0.2.1
. You can use Route 53 to create DNS records for a new domain or transfer DNS records for an existing domain. The simple, standards-based REST API for Route 53 allows you to easily create, update and manage DNS records. Route 53 additionally offers health checks to monitor the health and performance of your application as well as your web servers and other resources. You can also register new domain names or transfer 
           

             in 
           
 existing domain names to be managed by Route 53."
530,How do I get started with Amazon Route 53? ,"Amazon Route 53 has a simple web service interface that lets you get started in minutes. Your DNS records are organized into “hosted zones” that you configure with the AWS Management Console or Route 53’s API. To use Route 53, you simply:
Subscribe to the service by clicking on the sign-up button on the 
service page
.
If you already have a domain name: 
            
Use the AWS Management Console or the 
CreateHostedZone
 API to create a hosted zone that can store DNS records for your domain. Upon creating the hosted zone, you receive four Route 53 name servers across four different Top-Level Domains (TLDs) to help ensure a high level of availability.
Additionally, you can transfer your domain name to Route 53’s management via either the AWS Management Console or the API.
If you don't already have a domain name: 
            
Use the AWS Management Console or the API to register your new domain name.
Route 53 automatically creates a hosted zone that stores DNS records for your domain. You also receive four Route 53 name servers across four different Top-Level Domains (TLDs) to help ensure a high level of availability.
Your hosted zone will be initially populated with a basic set of DNS records, including four virtual name servers that will answer queries for your domain. You can add, delete or change records in this set by using the AWS Management Console or by calling the 
ChangeResourceRecordSet

              API . 
            
 A list of supported DNS records is available 
here
.
If your domain name is not managed by Route 53, you will need to inform the registrar with whom you registered your domain name to update the name servers for your domain to the ones associated with your hosted zone. If your domain name is managed by Route 53 already, your domain name will be automatically associated with the name servers hosting your zone."
531,How does Amazon Route 53 provide high availability and low latency?,"Route 53 is built using AWS’s highly available and reliable infrastructure. The globally distributed nature of our DNS servers helps ensure a consistent ability to route your end users to your application by circumventing any internet or network related issues. Route 53 is designed to provide the level of dependability required by important applications. Using a global anycast network of DNS servers around the world, Route 53 is designed to automatically answer queries from the optimal location depending on network conditions. As a result, the service offers low query latency for your end users."
532,What are the DNS server names for the Amazon Route 53 service?,"To provide you with a highly available service, each Amazon Route 53 hosted zone is served by its own set of virtual DNS servers. The DNS server names for each hosted zone are thus assigned by the system when that hosted zone is created."
533,What is the difference between a Domain and a Hosted Zone?,"A domain is a general DNS concept. Domain names are easily recognizable names for numerically addressed Internet resources. For example, 
amazon.com 
is a domain. A hosted zone is an Amazon Route 53 concept. A hosted zone is analogous to a traditional DNS zone file; it represents a collection of records that can be managed together, belonging to a single parent domain name. All resource record sets within a hosted zone must have the hosted zone’s domain name as a suffix. For example, the 
amazon.com 
hosted zone may contain records named 
www.amazon.com
, and 
www.aws.amazon.com
, but not a record named 
www.amazon.ca
. You can use the Route 53 Management Console or API to create, inspect, modify, and delete hosted zones. You can also use the Management Console or API to register new domain names and transfer existing domain names into Route 53’s management."
534,"Amazon Route 53 charges are based on actual usage of the service for Hosted Zones, Queries, Health Checks, and Domain Names. For full details, see the ","Amazon Route 53 pricing page
.
You pay only for what you use. There are no minimum fees, no minimum usage commitments, and no overage charges. You can estimate your monthly bill using the 
AWS Simple Monthly Calculator
."
535,What types of access controls can I set for the management of my Domains on Amazon Route 53?,"You can control management access to your Amazon Route 53 hosted zone by using the AWS Identity and Access Management (IAM) service. AWS IAM allows you to control who in your organization can make changes to your DNS records by creating multiple users and managing the permissions for each of these users within your AWS Account. Learn more about AWS IAM 
here
."
536,"I have subscribed for Amazon Route 53 but when I try to use the service it says ""The AWS Access Key ID needs a subscription for the service""","When you sign up for a new AWS service, it can take up to 24 hours in some cases to complete activation, during which time you cannot sign up for the service again. If you've been waiting longer than 24 hours without receiving an email confirming activation, this could indicate a problem with your account or the authorization of your payment details. Please 
contact AWS Customer Service
 for help."
537,Does Amazon Route 53 offer a Service Level Agreement (SLA)?,"Yes. The Amazon Route 53 SLA provides for a service credit if a customer’s monthly uptime percentage is below our service commitment in any billing cycle. More information can be found 
here
."
538,When is my hosted zone charged?,Hosted zones are billed once when they are created and then on the first day of each month.
539,Why do I see two charges for the same hosted zone in the same month?,"Hosted zones have a grace period of 12 hours--if you delete a hosted zone within 12 hours after you create it, we don't charge you for the hosted zone. After the grace period ends, we immediately charge the standard monthly fee for a hosted zone. If you create a hosted zone on the last day of the month (for example, January 31st), the charge for January might appear on the February invoice, along with the charge for February."
540,Q. Does Amazon Route 53 provide query logging capability?,"You can configure Amazon Route 53 to log information about the queries that Amazon Route 53 receives including date-time stamp, domain name, query type, location etc. When you configure query logging, Amazon Route 53 starts to send logs to CloudWatch Logs. You use CloudWatch Logs tools to access the query logs; For more information please see our 
documentation
."
541,Does Amazon Route 53 use an anycast network?,"Yes. Anycast is a networking and routing technology that helps your end users’ DNS queries get answered from the optimal Route 53 location given network conditions. As a result, your users get high availability and improved performance with Route 53."
542,Is there a limit to the number of hosted zones I can manage using Amazon Route 53?,"Each Amazon Route 53 account is limited to a maximum of 500 hosted zones and 10,000 resource record sets per hosted zone. Complete our 
request for a higher limit
 and we will respond to your request within two business days."
543,How can I import a zone into Route 53?,"Route 53 supports importing standard DNS zone files which can be exported from many DNS providers as well as standard DNS server software such as BIND. For newly-created hosted zones, as well as existing hosted zones that are empty except for the default NS and SOA records, you can paste your zone file directly into the Route 53 console, and Route 53 automatically creates the records in your hosted zone. To get started with zone file import, read our walkthrough in the 
Amazon Route 53 Developer Guide
."
